,EXT1,EXT2,EXT3,EXT4,EXT5,EXT6,EXT7,EXT8,EXT9,EXT10,EST1,EST2,EST3,EST4,EST5,EST6,EST7,EST8,EST9,EST10,AGR1,AGR2,AGR3,AGR4,AGR5,AGR6,AGR7,AGR8,AGR9,AGR10,CSN1,CSN2,CSN3,CSN4,CSN5,CSN6,CSN7,CSN8,CSN9,CSN10,OPN1,OPN2,OPN3,OPN4,OPN5,OPN6,OPN7,OPN8,OPN9,OPN10
9901,1,5,1,5,1,5,1,1,4,5,5,2,5,1,4,0,5,5,5,5,1,4,1,5,2,5,3,3,5,2,3,4,2,4,2,3,4,4,4,2,4,5,4,1,4,4,4,4,5,4
9902,2,3,4,3,3,4,3,4,3,3,2,4,3,3,3,3,2,2,4,4,1,4,3,4,3,4,2,4,4,4,3,4,3,3,3,4,3,3,3,3,2,3,4,2,3,3,3,3,4,3
9903,5,5,5,4,5,3,4,5,1,5,5,3,4,4,4,4,4,5,4,4,1,5,1,5,1,5,2,3,5,4,3,1,3,4,4,2,4,3,4,4,3,5,4,5,4,2,3,1,3,4
9904,2,3,2,3,4,3,3,2,2,2,4,2,2,4,2,3,3,3,2,3,4,3,5,2,2,1,2,2,2,2,4,2,4,3,4,3,2,4,4,4,2,4,2,5,2,4,2,2,1,3
9905,1,3,4,3,0,2,1,4,1,4,5,2,3,1,4,4,3,4,4,3,3,3,4,2,4,4,3,0,3,2,2,4,5,4,0,4,2,3,2,3,5,5,5,2,4,1,5,4,4,5
9906,1,4,2,4,2,3,1,5,1,5,4,2,5,1,2,3,5,5,2,4,3,4,3,3,2,3,3,4,4,3,3,4,4,4,1,5,2,3,3,3,4,1,5,1,5,1,3,3,4,5
9907,3,2,4,2,5,1,4,5,5,1,3,2,5,2,5,5,2,1,3,1,1,4,1,5,1,5,1,4,4,3,5,5,3,1,2,2,5,1,3,3,5,3,5,3,4,1,5,5,4,5
9908,3,1,4,4,3,2,3,3,3,4,3,4,3,2,3,2,4,4,2,4,4,4,4,4,4,3,2,4,4,3,1,4,5,4,1,3,2,3,3,4,4,5,5,1,4,1,4,5,4,5
9909,5,1,5,1,5,2,5,1,5,1,5,2,2,3,4,5,5,4,5,3,3,0,4,4,4,3,2,3,4,3,2,3,4,5,2,3,3,3,1,2,1,2,4,3,4,3,3,2,4,4
9910,1,5,2,5,2,5,2,5,1,4,4,3,4,1,1,3,3,1,3,4,4,2,2,3,4,2,4,2,2,4,4,2,4,2,3,2,3,3,2,3,4,3,5,3,4,2,5,3,3,3
9911,3,1,5,3,1,5,1,5,4,3,5,3,1,2,1,1,1,3,3,5,5,5,1,2,2,5,4,5,4,4,5,5,5,3,5,1,4,2,4,3,1,5,2,3,4,3,4,3,3,5
9912,2,4,3,4,2,4,2,5,3,5,5,3,3,1,3,3,3,4,3,4,2,3,1,4,3,3,2,4,3,3,4,1,4,4,4,1,4,3,4,3,4,4,1,3,3,4,4,2,3,3
9913,1,4,2,5,2,3,1,5,1,4,3,2,2,3,3,1,2,1,2,3,4,2,3,1,5,1,4,1,1,1,2,5,3,4,1,4,2,4,1,2,4,1,4,1,5,2,4,3,3,5
9914,3,1,4,3,5,1,3,3,4,2,4,2,5,3,3,3,4,2,4,2,1,5,1,5,1,5,1,4,5,4,4,4,4,2,3,4,5,2,3,4,5,2,3,3,3,2,5,4,5,3
9915,1,4,4,3,4,3,2,3,4,3,2,4,2,3,3,2,3,2,2,3,2,4,1,4,2,3,3,4,4,4,3,1,4,3,4,4,4,3,2,3,4,2,4,2,3,2,4,3,4,4
9916,1,5,3,5,1,5,1,2,4,5,5,1,5,5,3,3,5,3,5,5,4,5,2,3,3,5,3,4,5,5,3,1,5,2,1,3,3,3,2,3,3,1,4,1,5,4,5,2,5,5
9917,1,5,3,4,2,5,1,1,2,3,2,5,4,4,4,1,3,1,4,2,3,3,4,3,4,2,3,2,3,2,3,1,5,1,3,1,5,2,4,4,0,2,5,1,5,1,2,4,5,4
9918,3,2,2,2,2,2,2,4,2,5,2,5,2,2,2,2,3,2,3,3,4,3,4,2,4,3,4,2,3,3,4,1,5,1,2,2,4,3,2,3,5,1,4,1,5,2,5,4,4,4
9919,3,1,3,2,4,1,5,2,3,1,1,2,4,2,1,5,5,4,5,4,1,3,3,4,3,5,3,2,5,4,2,5,3,4,1,4,2,3,2,3,4,3,3,3,4,3,4,4,2,4
9920,4,3,5,2,1,3,2,1,5,2,1,5,3,1,4,2,4,3,5,1,3,5,4,2,2,3,2,2,5,4,4,4,5,1,2,2,1,2,3,4,5,2,4,2,3,4,4,2,5,5
9921,1,5,2,5,3,4,2,4,2,4,1,5,4,1,1,2,4,4,2,4,1,5,4,5,1,3,2,4,4,3,1,5,4,5,1,4,2,3,2,4,5,1,4,1,4,1,5,5,5,5
9922,1,2,3,3,4,2,3,3,2,4,4,2,5,1,2,5,3,3,4,5,1,5,1,5,1,5,1,5,5,5,0,2,5,1,4,1,5,1,3,4,3,1,4,1,4,2,4,3,4,4
9923,2,2,4,2,3,2,2,2,4,4,4,2,4,2,4,3,4,4,4,4,2,4,3,4,2,4,2,4,4,4,4,3,4,2,4,2,4,3,3,4,3,2,3,3,4,2,2,3,3,3
9924,4,2,1,1,5,3,4,2,4,1,1,5,1,5,2,1,2,1,2,1,4,5,1,1,2,2,4,3,2,5,4,4,2,4,2,2,1,2,1,1,5,1,4,1,5,4,4,4,4,5
9925,5,1,2,5,5,2,4,5,4,2,3,1,3,2,4,2,1,3,3,2,2,4,2,5,4,2,4,3,5,5,3,1,5,2,5,1,4,3,1,3,2,1,4,1,4,2,5,1,5,3
9926,1,5,2,5,3,3,1,5,2,5,1,5,1,5,1,1,1,1,5,1,5,5,5,1,5,1,5,1,1,1,5,3,5,1,5,1,5,5,3,5,5,1,5,1,5,1,5,5,5,5
9927,2,2,3,4,4,2,4,4,3,3,4,4,0,2,3,3,3,2,3,2,1,2,3,4,1,4,2,5,4,3,3,4,2,4,1,4,3,2,5,3,1,1,4,2,2,2,4,1,4,4
9928,1,5,2,4,1,2,1,5,2,5,1,5,1,4,2,2,2,1,2,1,4,4,2,2,2,2,2,2,1,2,4,2,4,3,2,4,4,2,4,4,5,1,5,1,5,1,5,4,5,5
9929,4,3,3,3,3,3,3,4,1,5,2,5,3,2,3,4,4,3,4,5,1,4,1,5,2,5,2,3,5,3,2,3,4,4,2,4,1,3,1,3,5,1,5,1,4,2,4,3,2,4
9930,3,2,4,3,4,3,4,1,4,4,5,3,5,3,2,3,4,4,4,3,5,5,2,5,2,3,3,4,4,3,4,4,4,3,2,3,4,3,5,4,5,1,5,2,4,2,4,5,5,3
9931,3,1,2,2,4,1,2,1,5,2,5,2,5,2,2,5,5,5,4,4,2,4,5,4,1,4,2,2,4,4,4,5,3,5,1,3,5,4,5,4,3,4,4,2,4,2,4,3,5,4
9932,1,4,2,3,2,3,1,3,3,5,5,5,5,2,3,4,3,1,5,2,1,3,4,4,2,3,3,4,3,3,2,5,4,5,1,5,4,3,1,3,5,2,5,2,4,1,5,4,2,3
9933,5,1,5,1,5,1,5,1,4,2,1,4,2,3,2,1,1,1,1,2,1,5,1,5,1,3,1,5,5,5,3,3,5,1,3,1,4,1,2,5,4,2,3,1,4,1,4,3,4,4
9934,3,1,3,2,5,1,3,4,4,4,3,4,5,1,2,2,3,4,1,4,1,5,2,5,2,5,1,3,5,3,4,4,5,3,2,4,5,2,3,3,4,1,4,1,4,5,4,4,2,5
9935,4,2,5,1,5,2,4,2,4,2,2,4,2,4,2,2,4,4,2,2,2,5,2,4,2,4,2,4,4,4,2,4,3,3,2,4,2,4,2,4,4,2,5,2,4,2,4,4,4,4
9936,1,4,1,3,1,1,1,5,4,5,5,1,5,1,5,5,1,5,5,5,4,2,2,4,3,5,4,2,5,5,3,4,5,3,1,2,2,4,3,2,5,1,5,1,5,1,5,5,5,5
9937,2,3,2,4,3,3,2,5,1,4,5,2,5,3,3,3,4,3,4,3,1,5,1,5,1,5,1,5,5,4,5,1,5,1,5,1,5,1,5,5,5,2,5,3,4,1,5,5,5,5
9938,5,1,4,2,5,1,4,3,4,2,3,3,4,2,4,3,3,3,3,3,1,4,2,5,2,5,2,4,4,4,3,3,4,2,4,2,3,1,3,3,3,1,4,2,4,1,4,1,3,4
9939,1,4,4,4,3,3,2,5,4,5,5,3,5,3,3,4,5,5,5,3,4,2,2,0,2,3,2,3,4,3,4,2,3,4,2,2,5,3,4,3,3,2,4,3,3,1,3,2,5,3
9940,1,4,3,4,4,4,1,5,1,5,5,4,4,1,2,5,4,4,5,4,4,2,4,1,5,2,4,2,1,2,5,4,4,2,2,4,5,3,4,2,3,3,5,2,3,2,4,3,4,3
9941,4,2,5,1,5,1,5,2,5,1,1,5,1,5,1,1,1,1,2,1,5,5,1,5,5,5,4,4,1,4,5,5,1,3,3,5,5,1,3,3,5,1,4,1,4,1,5,3,5,5
9942,3,3,4,2,2,3,3,2,2,5,2,5,2,3,2,2,3,3,4,2,1,4,2,5,2,5,3,3,4,3,4,2,3,4,3,3,2,2,4,3,2,3,4,2,3,2,4,2,4,3
9943,2,4,3,5,3,2,2,4,3,4,4,3,4,2,2,2,2,2,2,2,2,3,1,4,2,4,2,4,4,4,3,4,4,3,3,2,3,2,3,4,3,2,4,2,4,2,5,3,4,4
9944,5,3,5,3,5,1,3,3,4,1,3,5,3,3,1,3,3,3,3,2,3,5,1,5,1,5,1,5,5,5,5,3,5,1,3,3,4,3,3,4,3,1,5,1,5,1,5,2,4,5
9945,3,3,4,2,4,1,4,3,3,3,1,5,2,3,1,1,1,1,1,1,2,4,1,3,3,1,2,3,2,4,0,1,5,1,4,1,4,1,5,5,4,1,4,2,4,1,5,3,3,5
9946,1,5,3,4,1,4,3,2,3,5,5,3,5,4,1,2,3,4,5,4,1,5,1,5,1,5,3,3,5,5,3,1,2,2,3,1,2,3,4,3,3,3,5,1,5,1,0,3,5,5
9947,3,3,3,4,2,3,1,5,3,5,4,2,5,2,4,4,4,4,4,4,1,5,2,5,1,5,1,4,5,4,3,4,2,4,1,4,4,1,1,3,5,2,5,1,5,1,1,5,5,5
9948,4,1,4,1,5,1,3,1,5,4,2,4,2,4,2,1,3,2,2,1,1,4,3,5,1,4,2,4,5,4,3,5,4,2,2,4,2,2,2,3,3,2,5,1,5,1,4,3,4,5
9949,4,2,5,2,5,2,4,2,5,2,4,2,3,3,2,2,3,2,2,2,1,5,1,5,1,5,1,5,5,4,4,4,3,3,3,3,3,2,4,4,4,1,4,2,4,2,4,4,3,5
9950,4,3,3,3,4,3,3,5,2,3,4,2,5,2,3,4,3,1,2,1,1,4,2,4,1,5,2,4,3,3,5,1,4,2,2,3,4,3,4,4,4,3,3,2,4,3,4,3,4,4
9951,2,2,4,4,4,2,5,4,2,4,1,5,2,2,1,1,3,2,1,2,1,5,1,5,1,4,1,5,5,4,3,2,4,2,1,1,2,4,2,2,5,1,5,1,3,1,5,4,5,4
9952,2,1,5,3,2,2,2,3,2,3,2,3,5,3,2,2,2,3,2,2,1,5,4,5,2,4,1,4,4,4,2,4,3,2,1,4,3,4,2,2,1,1,4,2,3,2,2,2,4,4
9953,1,3,4,3,3,2,2,3,3,3,2,5,4,2,1,1,4,2,4,2,4,4,5,3,3,2,2,3,3,3,3,5,5,2,1,3,3,4,2,3,4,1,4,2,3,1,4,4,4,4
9954,2,5,3,4,2,5,1,2,3,5,2,4,4,3,5,2,2,2,1,1,2,2,2,5,4,4,4,2,2,2,4,3,5,4,1,2,4,5,1,4,5,1,2,1,4,5,5,2,5,4
9955,3,4,4,5,2,4,2,3,4,4,4,4,4,4,3,4,4,1,3,3,5,4,4,4,3,4,3,3,5,4,4,3,4,4,2,2,3,3,4,3,4,2,5,3,4,1,4,2,4,4
9956,3,2,3,3,3,2,3,2,4,5,4,3,4,4,3,2,3,3,2,3,2,4,3,3,2,5,2,4,2,3,1,5,1,5,1,5,1,5,1,2,3,4,5,4,4,1,4,4,2,4
9957,2,4,2,4,2,4,2,4,2,4,1,4,4,3,3,2,4,3,3,3,2,3,2,4,2,4,3,3,4,3,3,2,4,2,4,2,4,1,4,4,3,1,3,2,4,3,4,3,4,4
9958,3,3,4,3,4,2,3,4,3,4,1,4,4,3,4,3,3,4,3,2,1,4,2,4,3,5,2,5,4,4,3,2,4,2,4,1,4,3,4,3,3,4,3,3,3,2,4,2,3,3
9959,3,2,3,2,4,2,3,3,4,2,3,3,4,3,3,2,2,2,2,3,1,4,2,4,2,3,2,4,4,4,5,1,5,1,5,1,5,2,5,5,4,2,5,2,3,1,4,4,5,4
9960,4,3,5,2,0,1,2,2,4,4,4,3,4,2,4,4,4,3,4,2,1,5,1,5,1,5,1,4,5,3,3,4,4,1,3,1,3,2,4,3,4,3,5,1,4,1,4,4,4,4
9961,2,5,2,4,1,5,4,3,1,2,3,3,4,4,3,2,1,2,2,4,2,3,2,3,5,3,2,2,2,4,1,4,1,4,1,5,1,4,1,1,1,3,1,4,1,5,1,1,1,1
9962,3,2,3,1,4,1,5,1,4,3,5,1,5,1,3,5,4,4,5,4,1,3,4,4,2,3,2,4,4,3,4,5,4,5,1,5,3,4,3,3,3,2,4,1,3,2,4,3,4,4
9963,1,2,1,5,2,4,1,4,1,5,1,4,5,2,5,3,3,3,4,3,1,2,1,5,3,4,4,4,5,3,2,2,4,3,1,3,3,4,2,4,3,3,5,4,4,2,3,3,5,4
9964,1,5,2,5,3,3,2,5,1,5,3,3,4,3,5,4,1,1,3,3,1,5,1,5,1,5,2,3,4,5,1,4,3,3,1,5,5,3,2,4,3,1,5,1,4,1,4,4,5,4
9965,4,5,3,3,5,1,3,5,4,3,1,1,5,1,3,1,4,2,5,1,1,3,3,5,1,5,2,5,5,5,1,4,5,2,1,3,5,3,2,5,3,3,5,3,5,1,4,1,5,5
9966,5,3,5,1,4,1,5,1,5,2,1,5,4,3,1,1,1,1,1,1,1,4,5,3,1,3,1,5,3,4,4,1,5,1,3,3,4,1,4,5,5,1,5,1,5,1,5,3,5,5
9967,3,5,3,4,4,3,1,5,2,5,4,2,4,2,5,2,1,1,4,1,2,3,4,2,2,2,5,2,1,3,4,2,5,2,4,5,2,3,5,5,3,1,4,1,4,4,5,2,5,4
9968,2,4,2,4,2,5,1,5,2,5,4,2,5,3,4,0,4,5,5,2,3,3,2,3,2,4,3,3,3,2,2,4,4,4,1,5,2,4,2,3,3,4,4,2,2,3,4,4,5,2
9969,3,1,4,2,4,1,2,2,4,2,2,3,5,1,4,5,5,5,5,5,1,5,3,5,1,5,1,4,5,4,5,5,5,4,1,5,4,4,4,4,1,1,5,1,5,1,5,1,5,5
9970,2,4,3,3,4,1,3,3,3,0,5,4,5,3,4,5,4,4,3,4,4,3,4,4,3,2,2,5,4,2,3,2,2,5,1,2,5,2,3,3,2,2,5,2,3,4,4,3,5,4
9971,3,2,4,3,1,3,1,4,2,4,5,3,5,2,2,5,5,5,5,4,2,4,2,5,4,5,1,2,5,4,3,5,2,5,1,3,4,4,3,3,3,2,5,1,1,1,3,3,2,2
9972,4,4,5,3,4,2,2,5,3,4,5,3,4,1,2,4,3,5,4,5,3,3,5,3,3,3,3,3,3,3,0,2,3,2,2,4,3,2,2,3,0,1,3,3,3,5,4,4,2,4
9973,3,1,5,3,0,1,5,5,3,4,3,2,5,2,3,3,3,3,3,3,1,5,1,5,4,5,1,1,1,1,3,3,4,2,3,2,5,1,4,4,1,5,3,3,3,3,4,1,2,4
9974,4,2,2,4,4,2,4,4,4,5,4,2,5,2,4,3,2,2,4,4,1,4,2,5,2,4,2,4,4,5,4,1,5,2,3,1,5,1,4,4,4,2,4,2,4,2,5,4,5,4
9975,2,2,2,4,3,2,2,5,1,5,5,2,5,2,2,4,4,5,2,4,1,5,1,5,2,4,1,4,5,4,4,2,5,4,3,4,4,2,4,3,4,1,5,1,3,1,4,4,4,4
9976,1,4,3,5,2,4,2,4,4,4,4,5,5,3,5,4,2,3,4,3,3,4,4,3,4,5,4,4,4,4,4,5,3,4,1,5,2,5,1,5,4,2,5,2,4,1,5,4,5,5
9977,5,4,3,3,5,4,3,3,3,4,4,3,4,3,4,3,5,5,4,1,4,3,1,4,4,5,2,3,4,2,3,1,4,2,3,4,5,2,3,4,2,3,3,3,4,4,4,2,3,3
9978,3,2,4,2,4,1,4,3,4,3,5,4,5,4,3,3,3,2,4,1,1,5,1,5,1,4,1,5,5,5,5,2,5,1,3,2,5,2,4,5,5,1,5,1,4,1,4,3,5,4
9979,4,4,1,5,3,5,1,5,1,5,5,3,5,2,3,4,5,4,4,1,1,5,2,5,3,5,3,4,5,3,4,1,5,3,3,4,3,3,4,4,3,1,5,1,5,1,2,4,4,5
9980,2,1,5,3,5,2,5,1,5,4,4,4,4,2,1,2,4,2,4,3,1,5,1,4,1,4,1,4,3,5,5,4,4,1,2,1,4,1,5,5,5,2,4,1,4,2,5,4,4,4
9981,0,3,3,0,0,3,1,1,1,5,3,3,5,0,5,5,1,5,1,0,3,1,1,1,5,3,5,1,3,3,1,5,3,5,1,5,3,0,3,3,3,5,0,0,3,3,3,1,0,1
9982,4,1,5,2,5,1,5,3,5,1,3,3,5,1,4,2,3,2,4,1,3,5,5,3,3,3,1,2,3,4,5,2,4,3,3,3,5,3,5,4,2,4,5,4,2,1,3,1,5,3
9983,2,4,4,4,2,3,2,4,2,4,5,2,5,3,3,4,2,3,4,2,3,5,1,3,2,3,2,3,3,3,5,4,5,3,3,1,4,3,4,4,3,2,4,2,4,1,4,2,5,3
9984,4,2,2,1,5,1,1,1,4,3,2,1,5,2,2,4,1,1,4,4,1,3,1,5,1,5,3,3,5,5,4,3,5,1,4,1,5,3,3,5,4,1,5,1,5,1,5,2,5,5
9985,4,4,4,3,4,4,5,5,4,5,4,4,4,3,2,3,3,2,4,2,2,4,1,4,2,4,2,4,4,3,4,2,5,2,2,2,4,3,5,3,3,2,5,4,4,4,4,3,4,5
9986,4,1,4,1,4,2,5,3,5,3,5,2,4,2,4,5,5,5,5,1,1,4,3,4,3,5,2,4,4,3,4,3,5,2,3,2,5,3,3,3,4,1,4,2,4,1,5,4,3,4
9987,3,1,5,3,5,1,5,4,5,5,3,3,5,3,5,5,5,5,5,3,3,3,3,3,1,5,1,3,5,5,3,3,3,3,3,1,1,3,5,5,5,3,3,3,5,5,5,5,5,5
9988,1,3,3,3,2,2,2,4,2,4,4,3,5,3,4,4,3,3,3,3,1,4,1,5,2,4,2,4,4,3,5,3,4,3,3,3,4,2,4,3,3,2,4,2,3,2,5,3,5,3
9989,2,5,3,4,3,3,4,4,2,5,3,3,5,2,3,5,2,2,2,3,4,4,1,5,1,4,2,4,5,4,3,1,5,3,3,3,3,3,5,3,3,3,5,3,3,1,3,2,4,3
9990,3,3,4,3,2,1,2,3,3,5,4,2,5,2,2,4,3,2,4,2,1,5,3,5,1,5,2,4,5,4,2,5,2,4,1,5,3,2,2,2,3,2,4,2,3,2,3,3,4,3
9991,1,4,1,5,2,4,1,5,1,5,4,4,4,3,1,4,4,1,4,2,1,5,3,4,1,4,2,5,3,4,4,4,4,4,2,3,4,2,2,4,4,1,4,2,5,2,3,4,4,5
9992,2,3,3,4,3,3,2,4,1,4,2,4,3,4,4,3,3,2,3,2,5,5,3,4,2,4,2,5,4,3,4,3,4,3,4,3,4,2,5,3,4,4,2,5,3,4,4,2,4,3
9993,3,2,4,3,4,2,4,3,4,2,3,5,5,4,1,1,2,1,1,1,2,5,3,5,2,5,2,4,5,4,5,2,4,2,2,3,4,2,5,5,4,1,5,1,4,1,3,3,5,4
9994,5,2,4,2,5,2,4,1,4,2,2,5,2,4,1,1,2,1,2,2,1,5,2,4,1,3,1,4,5,4,4,4,5,1,2,3,2,2,2,5,5,1,5,1,5,1,4,4,4,4
9995,2,3,2,3,2,4,2,4,1,5,5,1,5,2,3,3,4,5,4,4,4,3,4,2,4,3,3,3,2,2,4,2,5,4,2,2,4,3,4,4,2,3,3,2,4,4,4,1,3,3
9996,2,3,3,4,4,2,2,4,1,5,2,3,3,2,4,3,4,5,3,4,4,3,2,4,2,5,3,2,4,1,3,3,2,4,3,5,4,2,2,2,2,3,4,2,2,3,4,1,4,4
9997,4,4,3,3,3,3,1,4,3,3,3,3,5,2,3,3,3,4,4,3,5,4,2,4,2,5,2,4,4,3,4,4,5,3,3,4,4,3,5,4,2,2,2,2,4,2,4,3,3,4
9998,2,2,2,3,3,3,1,4,3,4,4,2,5,2,2,4,4,2,4,4,1,4,2,4,2,3,2,3,4,3,3,2,4,3,2,2,3,4,4,2,4,1,4,2,2,2,3,3,4,4
9999,1,1,3,4,2,4,1,4,1,4,2,2,3,3,2,1,3,2,3,2,5,3,4,3,3,3,3,3,2,2,3,2,5,2,2,2,2,2,2,2,5,1,5,2,4,1,5,4,4,4
10000,4,1,5,3,5,1,4,2,4,3,1,5,5,3,5,2,1,2,2,2,4,5,4,5,1,5,1,4,4,4,4,1,5,1,3,1,1,2,4,3,1,1,5,1,3,3,2,2,4,3
10001,1,2,1,4,4,2,1,4,3,5,5,1,5,1,5,5,5,5,5,5,4,5,4,5,1,5,4,2,5,4,1,5,2,5,1,5,2,5,1,5,4,2,5,3,5,2,1,5,5,5
10002,1,5,4,5,2,4,2,4,2,4,4,4,5,4,2,2,3,1,2,2,1,5,1,4,2,4,1,5,5,4,3,2,4,3,1,4,3,4,2,0,4,2,4,1,4,2,4,4,5,4
10003,2,4,3,4,2,2,3,4,3,5,4,3,5,1,4,4,4,4,4,5,3,4,3,4,3,5,2,4,4,3,2,4,4,4,2,4,4,4,3,3,1,3,5,2,3,2,4,4,5,4
10004,2,3,2,3,3,3,3,3,3,3,1,4,4,3,1,5,2,3,3,3,2,3,1,3,3,3,3,1,3,5,5,3,5,3,5,1,5,3,5,4,5,2,1,5,5,3,5,4,4,2
10005,2,2,4,4,4,4,2,4,2,4,4,5,5,1,1,1,1,2,1,4,4,3,4,5,1,5,2,4,5,5,1,5,2,5,1,4,1,5,1,2,5,2,5,2,4,1,5,5,4,4
10006,3,2,3,4,4,3,3,5,1,3,4,2,4,2,4,4,3,3,4,3,2,4,1,5,2,5,2,4,5,5,3,4,3,3,3,4,4,3,4,4,4,3,4,3,3,2,3,3,3,4
10007,4,3,4,3,5,1,3,2,2,2,3,5,2,2,5,2,4,1,4,1,4,2,1,3,3,5,2,5,3,4,2,3,5,1,1,5,4,2,2,4,2,1,5,3,4,1,2,1,3,5
10008,1,3,1,5,4,2,5,5,5,4,3,4,4,2,1,2,5,4,3,4,1,4,1,5,2,5,2,4,5,3,3,4,5,3,1,3,4,1,1,3,5,1,4,1,3,2,4,5,4,3
10009,1,5,2,4,1,4,1,5,1,4,5,4,5,3,4,4,4,3,4,4,4,2,1,4,1,4,4,5,3,4,4,3,5,2,2,2,4,2,3,4,3,2,3,3,3,3,5,2,4,3
10010,2,3,1,1,4,1,3,2,5,5,4,1,5,2,4,5,4,3,1,4,4,5,4,2,2,5,2,5,3,1,2,5,1,4,1,5,5,2,1,4,1,1,4,1,4,3,3,1,5,4
10011,2,2,4,2,4,2,4,5,1,4,4,2,4,2,3,2,4,2,4,2,2,3,3,4,2,3,2,3,4,3,3,4,4,3,2,4,2,2,3,3,4,2,5,2,4,2,4,4,2,4
10012,2,4,3,4,3,4,1,1,1,5,5,2,5,2,4,3,4,4,5,4,2,4,2,5,2,4,2,4,4,3,2,2,4,2,4,2,4,3,4,4,2,2,5,2,3,2,4,2,4,3
10013,3,2,3,2,4,3,4,3,5,2,3,4,3,4,1,1,3,2,3,2,5,4,5,1,5,2,4,2,2,3,5,4,5,2,4,1,5,3,4,3,4,2,4,3,4,2,4,3,4,4
10014,1,3,2,3,2,3,1,4,2,5,2,4,4,4,1,2,2,2,2,2,4,3,4,4,2,4,2,3,3,3,2,3,4,4,1,4,3,3,2,3,4,2,3,1,3,4,4,3,4,2
10015,2,1,5,1,5,1,5,1,5,2,1,5,4,2,5,5,3,3,4,2,3,5,5,5,2,5,1,5,5,5,2,1,5,2,1,5,5,5,5,5,5,1,5,1,5,1,2,2,5,5
10016,3,4,3,3,2,3,3,4,2,4,5,4,4,2,2,5,5,2,5,3,2,4,4,4,2,4,2,4,3,2,2,4,5,4,2,5,2,3,4,2,3,2,4,2,3,2,3,2,4,3
10017,3,2,3,2,3,2,1,3,2,4,5,1,5,2,2,2,2,2,2,2,1,1,1,5,1,5,1,4,5,4,4,4,4,3,2,3,4,3,3,3,3,3,4,3,3,1,4,2,4,4
10018,2,2,4,4,2,2,4,4,2,4,4,2,4,3,2,4,4,2,2,2,4,4,1,5,2,4,2,4,4,4,3,2,2,2,4,2,4,2,4,4,2,4,4,4,3,4,5,2,2,2
10019,3,5,2,4,3,5,2,1,4,5,1,1,5,1,5,5,5,5,5,4,4,2,3,5,4,5,4,4,5,4,5,1,5,2,3,1,4,1,5,5,2,3,3,3,2,3,2,3,4,3
10020,4,2,5,2,5,2,4,2,5,4,2,4,4,2,2,2,4,4,4,2,2,2,5,4,2,4,2,4,4,2,4,4,5,2,1,4,4,2,2,2,4,2,2,2,4,4,4,4,2,4
10021,4,2,3,1,4,2,2,2,4,5,5,3,4,2,2,4,5,5,4,4,3,2,5,2,5,1,4,3,3,2,3,4,4,4,2,4,4,4,2,2,5,1,5,2,5,1,5,5,4,5
10022,3,2,4,3,3,3,4,3,2,3,4,3,4,4,3,2,2,2,3,2,2,4,2,4,3,4,2,4,4,4,4,2,4,2,3,2,4,3,3,3,4,3,4,2,3,2,4,3,3,3
10023,3,4,2,3,1,4,1,3,4,5,4,5,4,3,3,4,2,2,2,2,1,3,1,4,1,5,3,2,5,3,2,5,3,5,1,5,4,4,2,2,4,2,5,2,5,1,5,1,4,5
10024,4,1,5,2,5,2,5,2,4,1,5,3,5,3,2,5,2,2,2,3,1,5,1,5,1,5,1,5,5,5,4,4,4,2,5,2,2,2,2,3,2,2,4,3,4,1,4,2,3,4
10025,1,5,3,5,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,5,3,3,5,3,3,0,3,3,3,3,3,1,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3
10026,3,1,5,1,5,1,3,3,4,4,5,1,5,3,1,5,5,3,5,3,1,5,3,5,1,5,1,5,5,5,4,4,5,1,4,3,2,4,5,5,1,1,5,1,5,1,5,5,5,5
10027,3,2,4,3,5,2,5,2,5,1,1,5,1,5,1,1,1,1,4,1,5,1,1,1,5,1,5,3,1,3,4,3,2,5,4,1,5,3,5,3,5,3,1,1,5,5,5,3,1,5
10028,2,4,4,3,4,2,4,3,3,3,1,4,1,5,2,1,2,1,2,1,3,5,1,5,1,5,1,5,4,4,5,2,5,1,5,1,3,1,4,5,5,2,5,3,4,1,5,5,5,4
10029,3,2,2,5,2,1,2,2,4,5,5,1,5,3,1,3,5,5,4,4,1,4,3,5,1,5,3,4,5,3,4,1,5,3,2,4,5,2,4,5,5,1,5,2,5,1,4,3,5,5
10030,2,3,3,5,3,3,2,4,2,5,2,4,4,4,2,2,1,2,2,2,3,3,4,3,4,2,4,2,2,2,5,2,4,2,4,3,5,3,4,5,5,2,5,2,4,3,4,5,5,4
10031,1,1,4,5,4,1,2,5,2,1,2,2,4,2,1,4,4,4,4,2,1,5,2,5,1,5,1,4,5,4,4,2,4,2,4,2,4,3,4,3,4,2,4,2,4,2,4,4,2,4
10032,2,3,2,4,2,4,1,4,5,5,3,4,2,3,3,2,2,2,4,2,4,3,2,3,2,4,3,3,3,2,2,5,2,5,1,5,3,4,3,2,3,2,4,2,3,2,4,2,2,2
10033,1,2,4,3,4,2,1,3,4,3,3,3,4,2,1,3,5,5,2,4,1,4,4,5,1,4,1,5,5,5,3,4,5,5,2,3,3,2,3,3,5,2,5,2,3,1,4,5,5,5
